country_short,country,countrycode,Q2,Q7,Q9,Q10_PTV,Q13_left_right,party_name,party_name_eng,party_id,cmp_id,year,edate,votesh,fs_order
DK,2,1208,705,705,705,Q10_5,Q13_5,Socialistisk Folkeparti ,Socialist People's Party,206,13230,2015,2015-06-18,0.04194,1
DK,2,1208,705,705,705,Q10_5,Q13_5,Socialistisk Folkeparti ,Socialist People's Party,206,13230,2019,2019-06-05,0.0771023968781208,1
DK,2,1208,706,706,706,Q10_6,Q13_6,Enhedslisten,Red-Green Unity List,213,13229,2001,2001-11-20,0.024,1
DK,2,1208,706,706,706,Q10_6,Q13_6,Enhedslisten,Red-Green Unity List,213,13229,2005,2005-02-08,0.03399,1
DK,2,1208,706,706,706,Q10_6,Q13_6,Enhedslisten,Red-Green Unity List,213,13229,2007,2007-11-13,0.0217,1
DK,2,1208,706,706,706,Q10_6,Q13_6,Enhedslisten,Red-Green Unity List,213,13229,2011,2011-09-15,0.06682,1
DK,2,1208,706,706,706,Q10_6,Q13_6,Enhedslisten,Red-Green Unity List,213,13229,2015,2015-06-18,0.07799,1
DK,2,1208,706,706,706,Q10_6,Q13_6,Enhedslisten,Red-Green Unity List,213,13229,2019,2019-06-05,0.0693996323037025,1
DK,2,1208,707,707,708,Q10_7,Q13_7,Det Konservative Folkeparti,Conservative People's Party,203,13620,2001,2001-11-20,0.0907,1
DK,2,1208,707,707,708,Q10_7,Q13_7,Det Konservative Folkeparti,Conservative People's Party,203,13620,2005,2005-02-08,0.10273,1
DK,2,1208,707,707,708,Q10_7,Q13_7,Det Konservative Folkeparti,Conservative People's Party,203,13620,2007,2007-11-13,0.1039,1
DK,2,1208,707,707,708,Q10_7,Q13_7,Det Konservative Folkeparti,Conservative People's Party,203,13620,2011,2011-09-15,0.04922,1
DK,2,1208,707,707,708,Q10_7,Q13_7,Det Konservative Folkeparti,Conservative People's Party,203,13620,2015,2015-06-18,0.03353,1
DK,2,1208,707,707,708,Q10_7,Q13_7,Det Konservative Folkeparti,Conservative People's Party,203,13620,2019,2019-06-05,0.0662184618878229,1
DK,2,1208,,708,707,"","",Liberal Alliance,Liberal Alliance,,,,,,
DK,2,1208,,709,,"","",Folkebevægelsen mod EU,People's Movement against the EU,,,,,,
DK,2,1208,,,709,"","",Kristendemokraterne,"",,,,,,
EE,22,1233,901,901,901,Q10_1,Q13_1,Eesti Reformierakond (Reform),Estonian Reform Party,2203,83430,2007,2007-03-04,0.2782,1
EE,22,1233,901,901,901,Q10_1,Q13_1,Eesti Reformierakond (Reform),Estonian Reform Party,2203,83430,2011,2011-03-06,0.28559,1
EE,22,1233,901,901,901,Q10_1,Q13_1,Eesti Reformierakond (Reform),Estonian Reform Party,2203,83430,2015,2015-03-01,0.27688,1
EE,22,1233,902,902,902,Q10_2,Q13_2,Eesti Keskerakond (Kesk),Estonian Center Party,2202,83411,2007,2007-03-04,0.2608,1
EE,22,1233,902,902,902,Q10_2,Q13_2,Eesti Keskerakond (Kesk),Estonian Center Party,2202,83411,2011,2011-03-06,0.23321,1
EE,22,1233,902,902,902,Q10_2,Q13_2,Eesti Keskerakond (Kesk),Estonian Center Party,2202,83411,2015,2015-03-01,0.24812,1
EE,22,1233,903,903,903,Q10_3,Q13_3,Eesti Konservatiivne Rahvaerakond (EKRE),Conservative People's Party of Estonia,2209,,,,,
EE,22,1233,904,904,904,Q10_4,Q13_4,Isamaa Erakond (Isamaa),Union for the Republic -- Res Publica,2201,83611,2007,2007-03-04,0.1787,1
EE,22,1233,904,904,904,Q10_4,Q13_4,Isamaa Erakond (Isamaa),Union for the Republic -- Res Publica,2201,83611,2011,2011-03-06,0.20521,1
EE,22,1233,904,904,904,Q10_4,Q13_4,Isamaa Erakond (Isamaa),Union for the Republic -- Res Publica,2201,83611,2015,2015-03-01,0.137,1
EE,22,1233,905,905,905,Q10_5,Q13_5,Sotsiaaldemokraatlik Erakond (SDE),Social Democratic Party,2204,83410,2007,2007-03-04,0.1006,1
EE,22,1233,905,905,905,Q10_5,Q13_5,Sotsiaaldemokraatlik Erakond (SDE),Social Democratic Party,2204,83410,2011,2011-03-06,0.17093,1
EE,22,1233,905,905,905,Q10_5,Q13_5,Sotsiaaldemokraatlik Erakond (SDE),Social Democratic Party,2204,83410,2015,2015-03-01,0.15186,1
EE,22,1233,906,906,906,Q10_6,Q13_6,Erakond Eesti 200 (Eesti 200),Estonia 200,2210,,,,,
EE,22,1233,907,907,907,Q10_7,Q13_7,Erakond Eestimaa Rohelised (Rohelised),Estonian Greens,2207,83110,2007,2007-03-04,0.0714,1
EE,22,1233,907,907,907,Q10_7,Q13_7,Erakond Eestimaa Rohelised (Rohelised),Estonian Greens,2207,83110,2011,2011-03-06,0.03795,1
EE,22,1233,,908,908,"","",Elurikkuse Erakond (EE),Richness of Life,,,,,,
EE,22,1233,,909,910,"","",Eestimaa Ühendatud Vasakpartei (EÜV),Estonian United People's Party,,,,,,
EE,22,1233,,910,,"","",üksikkandidaat (sõltumatu kandidaat),"Independent ,Raimond Kaljulaid",,,,,,
EE,22,1233,,,909,"","",Eesti Vabaerakond (EV),Free Party,,,,,,
EE,22,1233,,,911,"","",üksikkandidaat (sõltumatu kandidaat),Independent candidates,,,,,,
FI,14,1246,1001,1001,1001,Q10_1,Q13_1,Suomen Sosialidemokraattinen Puolue (SDP),Finnish Social Democrats,1401,14320,2003,2003-03-16,0.24473,1
FI,14,1246,1001,1001,1001,Q10_1,Q13_1,Suomen Sosialidemokraattinen Puolue (SDP),Finnish Social Democrats,1401,14320,2007,2007-03-18,0.2144,1
FI,14,1246,1001,1001,1001,Q10_1,Q13_1,Suomen Sosialidemokraattinen Puolue (SDP),Finnish Social Democrats,1401,14320,2011,2011-04-17,0.19103,1
FI,14,1246,1001,1001,1001,Q10_1,Q13_1,Suomen Sosialidemokraattinen Puolue (SDP),Finnish Social Democrats,1401,14320,2015,2015-04-19,0.1651,1
FI,14,1246,1001,1001,1001,Q10_1,Q13_1,Suomen Sosialidemokraattinen Puolue (SDP),Finnish Social Democrats,1401,14320,2019,2019-04-14,0.17732,1
FI,14,1246,1002,1002,1002,Q10_2,Q13_2,Perussuomalaiset (Perus/PS),True Finns,1405,14820,2003,2003-03-16,0.01569,1
FI,14,1246,1002,1002,1002,Q10_2,Q13_2,Perussuomalaiset (Perus/PS),True Finns,1405,14820,2007,2007-03-18,0.0405,1
FI,14,1246,1002,1002,1002,Q10_2,Q13_2,Perussuomalaiset (Perus/PS),True Finns,1405,14820,2011,2011-04-17,0.19053,1
FI,14,1246,1002,1002,1002,Q10_2,Q13_2,Perussuomalaiset (Perus/PS),True Finns,1405,14820,2015,2015-04-19,0.17654,1
FI,14,1246,1002,1002,1002,Q10_2,Q13_2,Perussuomalaiset (Perus/PS),True Finns,1405,14820,2019,2019-04-14,0.17483,1
FI,14,1246,1003,1003,1003,Q10_3,Q13_3,Kansallinen Kokoomus (KOK),National Coalition,1402,14620,2003,2003-03-16,0.18551,1
FI,14,1246,1003,1003,1003,Q10_3,Q13_3,Kansallinen Kokoomus (KOK),National Coalition,1402,14620,2007,2007-03-18,0.2226,1
FI,14,1246,1003,1003,1003,Q10_3,Q13_3,Kansallinen Kokoomus (KOK),National Coalition,1402,14620,2011,2011-04-17,0.20382,1
FI,14,1246,1003,1003,1003,Q10_3,Q13_3,Kansallinen Kokoomus (KOK),National Coalition,1402,14620,2015,2015-04-19,0.18198,1
FI,14,1246,1003,1003,1003,Q10_3,Q13_3,Kansallinen Kokoomus (KOK),National Coalition,1402,14620,2019,2019-04-14,0.17001,1
FI,14,1246,1004,1004,1004,Q10_4,Q13_4,Suomen Keskusta (KESK),Finnish Centre,1403,14810,2003,2003-03-16,0.24694,1
FI,14,1246,1004,1004,1004,Q10_4,Q13_4,Suomen Keskusta (KESK),Finnish Centre,1403,14810,2007,2007-03-18,0.2311,1
FI,14,1246,1004,1004,1004,Q10_4,Q13_4,Suomen Keskusta (KESK),Finnish Centre,1403,14810,2011,2011-04-17,0.1576,1
FI,14,1246,1004,1004,1004,Q10_4,Q13_4,Suomen Keskusta (KESK),Finnish Centre,1403,14810,2015,2015-04-19,0.21096,1
FI,14,1246,1004,1004,1004,Q10_4,Q13_4,Suomen Keskusta (KESK),Finnish Centre,1403,14810,2019,2019-04-14,0.13755,1
FI,14,1246,1005,1005,1005,Q10_5,Q13_5,Vihreä Liitto (VIHR),Green Union,1408,14110,2003,2003-03-16,0.08008,1
FI,14,1246,1005,1005,1005,Q10_5,Q13_5,Vihreä Liitto (VIHR),Green Union,1408,14110,2007,2007-03-18,0.0846,1
FI,14,1246,1005,1005,1005,Q10_5,Q13_5,Vihreä Liitto (VIHR),Green Union,1408,14110,2011,2011-04-17,0.07252,1
FI,14,1246,1005,1005,1005,Q10_5,Q13_5,Vihreä Liitto (VIHR),Green Union,1408,14110,2015,2015-04-19,0.08526,1
FI,14,1246,1005,1005,1005,Q10_5,Q13_5,Vihreä Liitto (VIHR),Green Union,1408,14110,2019,2019-04-14,0.11493,1
FI,14,1246,1006,1006,1006,Q10_6,Q13_6,Vasemmistoliitto (VAS),Left Wing Alliance,1404,14223,2003,2003-03-16,0.09928,1
FI,14,1246,1006,1006,1006,Q10_6,Q13_6,Vasemmistoliitto (VAS),Left Wing Alliance,1404,14223,2007,2007-03-18,0.0882,1
FI,14,1246,1006,1006,1006,Q10_6,Q13_6,Vasemmistoliitto (VAS),Left Wing Alliance,1404,14223,2011,2011-04-17,0.08132,1
FI,14,1246,1006,1006,1006,Q10_6,Q13_6,Vasemmistoliitto (VAS),Left Wing Alliance,1404,14223,2015,2015-04-19,0.07132,1
FI,14,1246,1006,1006,1006,Q10_6,Q13_6,Vasemmistoliitto (VAS),Left Wing Alliance,1404,14223,2019,2019-04-14,0.08171,1
FI,14,1246,1007,1007,1007,Q10_7,Q13_7,Suomen ruotsalainen kansanpuolue (RKP),Swedish People's Party,1406,14901,2003,2003-03-16,0.04614,1
FI,14,1246,1007,1007,1007,Q10_7,Q13_7,Suomen ruotsalainen kansanpuolue (RKP),Swedish People's Party,1406,14901,2007,2007-03-18,0.0497,1
FI,14,1246,1007,1007,1007,Q10_7,Q13_7,Suomen ruotsalainen kansanpuolue (RKP),Swedish People's Party,1406,14901,2011,2011-04-17,0.04279,1
FI,14,1246,1007,1007,1007,Q10_7,Q13_7,Suomen ruotsalainen kansanpuolue (RKP),Swedish People's Party,1406,14901,2015,2015-04-19,0.04878,1
FI,14,1246,1007,1007,1007,Q10_7,Q13_7,Suomen ruotsalainen kansanpuolue (RKP),Swedish People's Party,1406,14901,2019,2019-04-14,0.04909,1
FI,14,1246,,1008,1008,"","",Suomen Kristillisdemokraatit (KD),Christian Democrats in Finland,,,,,,
FI,14,1246,,1009,1009,"","",Sininen tulevaisuus,Blue Reform,,,,,,
FI,14,1246,,1010,1010,"","",Piraattipuolue (PIR),Pirate Party of Finland,,,,,,
FR,6,1250,1101,1113,1111,Q10_1,Q13_1,Les Républicains (LR),The Republicans,609,31626,2002,2002-06-09,0.3337,1
FR,6,1250,1101,1113,1111,Q10_1,Q13_1,Les Républicains (LR),The Republicans,609,31626,2007,2007-06-10,0.3954,1
FR,6,1250,1101,1113,1111,Q10_1,Q13_1,Les Républicains (LR),The Republicans,609,31626,2012,2012-06-10,0.27116,1
FR,6,1250,1101,1113,1111,Q10_1,Q13_1,Les Républicains (LR),The Republicans,609,31626,2017,2017-06-11,0.15774,1
FR,6,1250,1102,1105,1104,Q10_2,Q13_2,Parti socialiste (PS),Socialist Party,602,31320,2002,2002-06-09,0.2529,1
FR,6,1250,1102,1105,1104,Q10_2,Q13_2,Parti socialiste (PS),Socialist Party,602,31320,2007,2007-06-10,0.24733,1
FR,6,1250,1102,1105,1104,Q10_2,Q13_2,Parti socialiste (PS),Socialist Party,602,31320,2012,2012-06-10,0.29354,1
FR,6,1250,1102,1105,1104,Q10_2,Q13_2,Parti socialiste (PS),Socialist Party,602,31320,2017,2017-06-11,0.07441,1
FR,6,1250,1103,1111,1113,Q10_3,Q13_3,Rassemblement national (RN),National Rally,610,31720,2002,2002-06-09,0.1112,1
FR,6,1250,1103,1111,1113,Q10_3,Q13_3,Rassemblement national (RN),National Rally,610,31720,2007,2007-06-10,0.04289,1
FR,6,1250,1103,1111,1113,Q10_3,Q13_3,Rassemblement national (RN),National Rally,610,31720,2012,2012-06-10,0.13596,1
FR,6,1250,1103,1111,1113,Q10_3,Q13_3,Rassemblement national (RN),National Rally,610,31720,2017,2017-06-11,0.132,1
FR,6,1250,1104,1114,1107,Q10_4,Q13_4,Europe Ecologie - Les Verts (EELV),Europe Ecology - The Greens,605,31110,2002,2002-06-09,0.0444,1
FR,6,1250,1104,1114,1107,Q10_4,Q13_4,Europe Ecologie - Les Verts (EELV),Europe Ecology - The Greens,605,31110,2007,2007-06-10,0.03251,1
FR,6,1250,1104,1114,1107,Q10_4,Q13_4,Europe Ecologie - Les Verts (EELV),Europe Ecology - The Greens,605,31110,2012,2012-06-10,0.05465,1
FR,6,1250,1104,1114,1107,Q10_4,Q13_4,Europe Ecologie - Les Verts (EELV),Europe Ecology - The Greens,605,31110,2017,2017-06-11,0.04297,1
FR,6,1250,1105,1101,1103,Q10_5,Q13_5,France insoumise (LFI),Unbowed France,627,,,,,
FR,6,1250,1106,1110,,Q10_6,Q13_6,Génération.s," Generation.s, the movement ",,,,,,
FR,6,1250,1107,1102,1108,Q10_7,Q13_7,La République en Marche (LRM),The Republic Onwards!,626,,,,,
FR,6,1250,,1103,,"","","La liste Patriote et Gilets jaunes, menée par Florian Philippot","",,,,,,
FR,6,1250,,1104,,"","","La liste Urgence écologie, menée par Dominique Bourg","",,,,,,
FR,6,1250,,1106,,"","","La liste Debout La France, menée par Nicolas Dupont-Aignan",Arise the Republic,,,,,,
FR,6,1250,,1107,1101,"","","La liste Lutte Ouvrirère, menée par Nathalie Arthaud",Workers' Struggle,,,,,,
FR,6,1250,,1108,1102,"","","La Liste du Parti communiste français, menée par Ian Brossat",Left Front,,,,,,
FR,6,1250,,1109,,"","","La liste pour le Frexit, menée par François Asselineau",Popular Republican Union,,,,,,
FR,6,1250,,1112,,"","","La Liste Alliance jaune, menée par Francis Lalanne",Yellow alliance,,,,,,
FR,6,1250,,,1105,"","",Parti radical de gauche,Left Radical Party,,,,,,
FR,6,1250,,,1106,"","",Divers gauche,Miscellaneous Left,,,,,,
FR,6,1250,,,1109,"","",MoDem,Democratic Movement,,,,,,
FR,6,1250,,,1110,"","",Union des Démocrates et Indépendants (UDI),Union of Democrats and Independents – UDI,,,,,,
FR,6,1250,,,1112,"","",Divers droite,Miscellaneous Right,,,,,,
FR,6,1250,,,1114,"","",Régionalistes,Regionalists,,,,,,
FR,6,1250,,,,"","",Nouveau parti anticapitaliste (NPA),New Anticapitalist Party,,,,,,
FR,6,1250,,,,"","",Place publique,Public place,,,,,,
FR,6,1250,,,,"","",Nouvelle donne,New Deal,,,,,,
DE,3,1276,801,801,801,Q10_1,Q13_1,1 CDU/CSU,Christian Democratic Union / Christian Social Union,301,41521,2002,2002-09-22,0.385,1
DE,3,1276,801,801,801,Q10_1,Q13_1,1 CDU/CSU,Christian Democratic Union / Christian Social Union,301,41521,2005,2005-09-18,0.3517,1
DE,3,1276,801,801,801,Q10_1,Q13_1,1 CDU/CSU,Christian Democratic Union / Christian Social Union,301,41521,2009,2009-09-27,0.338,1
DE,3,1276,801,801,801,Q10_1,Q13_1,1 CDU/CSU,Christian Democratic Union / Christian Social Union,301,41521,2013,2013-09-22,0.415,1
DE,3,1276,801,801,801,Q10_1,Q13_1,1 CDU/CSU,Christian Democratic Union / Christian Social Union,301,41521,2017,2017-09-24,0.32925,1
DE,3,1276,802,802,802,Q10_2,Q13_2,2 SPD,Sozialdemokratische Partei Deutschlands (SPD),302,41320,2002,2002-09-22,0.38521,1
DE,3,1276,802,802,802,Q10_2,Q13_2,2 SPD,Sozialdemokratische Partei Deutschlands (SPD),302,41320,2005,2005-09-18,0.34247,1
DE,3,1276,802,802,802,Q10_2,Q13_2,2 SPD,Sozialdemokratische Partei Deutschlands (SPD),302,41320,2009,2009-09-27,0.23035,1
DE,3,1276,802,802,802,Q10_2,Q13_2,2 SPD,Sozialdemokratische Partei Deutschlands (SPD),302,41320,2013,2013-09-22,0.257,1
DE,3,1276,802,802,802,Q10_2,Q13_2,2 SPD,Sozialdemokratische Partei Deutschlands (SPD),302,41320,2017,2017-09-24,0.20508,1
DE,3,1276,803,805,803,Q10_3,Q13_3,3 FDP,Free Democratic Party,303,41420,2002,2002-09-22,0.07373,1
DE,3,1276,803,805,803,Q10_3,Q13_3,3 FDP,Free Democratic Party,303,41420,2005,2005-09-18,0.09829,1
DE,3,1276,803,805,803,Q10_3,Q13_3,3 FDP,Free Democratic Party,303,41420,2009,2009-09-27,0.14563,1
DE,3,1276,803,805,803,Q10_3,Q13_3,3 FDP,Free Democratic Party,303,41420,2013,2013-09-22,0.048,1
DE,3,1276,803,805,803,Q10_3,Q13_3,3 FDP,Free Democratic Party,303,41420,2017,2017-09-24,0.10748,1
DE,3,1276,804,803,804,Q10_4,Q13_4,4 Die Grünen,Alliance 90 / The Greens,304,41113,2002,2002-09-22,0.08564,1
DE,3,1276,804,803,804,Q10_4,Q13_4,4 Die Grünen,Alliance 90 / The Greens,304,41113,2005,2005-09-18,0.08117,1
DE,3,1276,804,803,804,Q10_4,Q13_4,4 Die Grünen,Alliance 90 / The Greens,304,41113,2009,2009-09-27,0.10706,1
DE,3,1276,804,803,804,Q10_4,Q13_4,4 Die Grünen,Alliance 90 / The Greens,304,41113,2013,2013-09-22,0.08444,1
DE,3,1276,804,803,804,Q10_4,Q13_4,4 Die Grünen,Alliance 90 / The Greens,304,41113,2017,2017-09-24,0.0894,1
DE,3,1276,805,804,805,Q10_5,Q13_5,5 Die Linke,The Left,306,41223,2009,2009-09-27,0.11888,1
DE,3,1276,805,804,805,Q10_5,Q13_5,5 Die Linke,The Left,306,41223,2013,2013-09-22,0.086,1
DE,3,1276,805,804,805,Q10_5,Q13_5,5 Die Linke,The Left,306,41223,2017,2017-09-24,0.09238,1
DE,3,1276,806,807,806,Q10_6,Q13_6,6 AFD,Alternative for Germany,310,41953,2013,2013-09-22,0.047,1
DE,3,1276,806,807,806,Q10_6,Q13_6,6 AFD,Alternative for Germany,310,41953,2017,2017-09-24,0.12637,1
DE,3,1276,807,806,807,Q10_7,Q13_7,7 Piraten,Pirates,311,41952,2013,2013-09-22,0.022,1
GR,4,1300,1201,1201,1201,Q10_1,Q13_1,??????????? ????????????? ????????? (??????),Coalition of the Radical Left,403,34020,2004,2004-03-07,0.03262,1
GR,4,1300,1201,1201,1201,Q10_1,Q13_1,??????????? ????????????? ????????? (??????),Coalition of the Radical Left,403,34020,2007,2007-09-16,0.05045,1
GR,4,1300,1201,1201,1201,Q10_1,Q13_1,??????????? ????????????? ????????? (??????),Coalition of the Radical Left,403,34020,2009,2009-10-04,0.04602,1
GR,4,1300,1201,1201,1201,Q10_1,Q13_1,??????????? ????????????? ????????? (??????),Coalition of the Radical Left,403,34020,2012,2012-05-06,0.16781,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2004,2004-03-07,0.45362,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2007,2007-09-16,0.41835,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2009,2009-10-04,0.33477,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2012,2012-05-06,0.18849,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2012,2012-06-17,0.29658,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2015,2015-01-25,0.2715,1
GR,4,1300,1202,1202,1202,Q10_2,Q13_2,??? ?????????? (??),New Democracy,402,34511,2015,2015-09-20,0.27414,1
GR,4,1300,1203,1203,1203,Q10_3,Q13_3,????? ???? (??),Golden Dawn,415,34720,2012,2012-05-06,0.06972,1
GR,4,1300,1203,1203,1203,Q10_3,Q13_3,????? ???? (??),Golden Dawn,415,34720,2012,2012-06-17,0.0692,1
GR,4,1300,1203,1203,1203,Q10_3,Q13_3,????? ???? (??),Golden Dawn,415,34720,2015,2015-01-25,0.06136,1
GR,4,1300,1203,1203,1203,Q10_3,Q13_3,????? ???? (??),Golden Dawn,415,34720,2015,2015-09-20,0.0682,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2004,2004-03-07,0.40548,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2007,2007-09-16,0.38097,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2009,2009-10-04,0.43923,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2012,2012-05-06,0.1318,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2012,2012-06-17,0.12279,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2015,2015-01-25,0.04573,1
GR,4,1300,1204,1204,1204,Q10_4,Q13_4,?????? ??????? (?????),Panhellenic Socialist Movement/ Movement for Change,401,34313,2015,2015-09-20,0.0554,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2004,2004-03-07,0.05896,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2007,2007-09-16,0.08154,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2009,2009-10-04,0.07541,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2012,2012-05-06,0.08477,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2012,2012-06-17,0.04503,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2015,2015-01-25,0.05341,1
GR,4,1300,1205,1205,1205,Q10_5,Q13_5,????????????? ????? ??????? (???),Communist Party of Greece,404,34210,2015,2015-09-20,0.05418,1
GR,4,1300,1206,1206,1206,Q10_6,Q13_6,?? ??????,The River (Greece),413,,,,,
GR,4,1300,1207,1207,1207,Q10_7,Q13_7,??????????? ??????? (????),Independent Greeks,412,34730,2012,2012-05-06,0.10605,1
GR,4,1300,1207,1207,1207,Q10_7,Q13_7,??????????? ??????? (????),Independent Greeks,412,34730,2012,2012-06-17,0.07513,1
GR,4,1300,1207,1207,1207,Q10_7,Q13_7,??????????? ??????? (????),Independent Greeks,412,34730,2015,2015-01-25,0.04635,1
GR,4,1300,1207,1207,1207,Q10_7,Q13_7,??????????? ??????? (????),Independent Greeks,412,34730,2015,2015-09-20,0.03602,1
GR,4,1300,,1208,1208,"","",????? ???????? (??),Union of Centrists,,,,,,
GR,4,1300,,1209,1209,"","",????? ??????? (???),Popular Unity,,,,,,
GR,4,1300,,1210,,"","",????????? ????????,Ecologist Greens,,,,,,
GR,4,1300,,1211,,"","",???????? ????,Greek Solution,,,,,,
GR,4,1300,,1212,,"","",?????? ??????????? ????????? (????25),European Realistic Disobedience Front,,,,,,
HU,23,1348,1301,1301,1301,Q10_1,Q13_1,Demokratikus Koalíció (DK),Democratic Coalition,2311,86221,2014,2014-04-06,0.02742,1
HU,23,1348,1301,1301,1301,Q10_1,Q13_1,Demokratikus Koalíció (DK),Democratic Coalition,2311,86221,2018,2018-04-08,0.0537588601260615,1
HU,23,1348,1302,1302,1302,Q10_2,Q13_2,Fidesz -Magyar Polgári Szövetség - Kereszténydemokrata Néppárt (FIDESZ-KDNP),FIDESZ-KDNP Alliance,2302,86421,2006,2006-04-09,0.4249,1
HU,23,1348,1302,1302,1302,Q10_2,Q13_2,Fidesz -Magyar Polgári Szövetség - Kereszténydemokrata Néppárt (FIDESZ-KDNP),FIDESZ-KDNP Alliance,2302,86421,2010,2010-04-11,0.6788,1
HU,23,1348,1302,1302,1302,Q10_2,Q13_2,Fidesz -Magyar Polgári Szövetség - Kereszténydemokrata Néppárt (FIDESZ-KDNP),FIDESZ-KDNP Alliance,2302,86421,2014,2014-04-06,0.4463,1
HU,23,1348,1302,1302,1302,Q10_2,Q13_2,Fidesz -Magyar Polgári Szövetség - Kereszténydemokrata Néppárt (FIDESZ-KDNP),FIDESZ-KDNP Alliance,2302,86421,2018,2018-04-08,0.492744513835064,1
HU,23,1348,1303,1303,1303,Q10_3,Q13_3,Jobbik Magyarországért Mozgalom  (JOBBIK),Jobbik,2308,86710,2010,2010-04-11,0.1218,1
HU,23,1348,1303,1303,1303,Q10_3,Q13_3,Jobbik Magyarországért Mozgalom  (JOBBIK),Jobbik,2308,86710,2014,2014-04-06,0.20583,1
HU,23,1348,1303,1303,1303,Q10_3,Q13_3,Jobbik Magyarországért Mozgalom  (JOBBIK),Jobbik,2308,86710,2018,2018-04-08,0.190640622593127,1
HU,23,1348,1304,1304,1304,Q10_4,Q13_4,Lehet Más a Politika(LMP),Politics Can Be Different,2309,86110,2010,2010-04-11,0.0415,1
HU,23,1348,1304,1304,1304,Q10_4,Q13_4,Lehet Más a Politika(LMP),Politics Can Be Different,2309,86110,2014,2014-04-06,0.05273,1
HU,23,1348,1304,1304,1304,Q10_4,Q13_4,Lehet Más a Politika(LMP),Politics Can Be Different,2309,86110,2018,2018-04-08,0.0705528669816197,1
HU,23,1348,1306,1306,1306,Q10_5,Q13_5,Magyar Szocialista Párt (MSZP),Hungarian Socialist Party,2301,86220,2006,2006-04-09,0.4819,1
HU,23,1348,1306,1306,1306,Q10_5,Q13_5,Magyar Szocialista Párt (MSZP),Hungarian Socialist Party,2301,86220,2010,2010-04-11,0.1528,1
HU,23,1348,1306,1306,1306,Q10_5,Q13_5,Magyar Szocialista Párt (MSZP),Hungarian Socialist Party,2301,86220,2014,2014-04-06,0.1988,1
HU,23,1348,1306,1306,1306,Q10_5,Q13_5,Magyar Szocialista Párt (MSZP),Hungarian Socialist Party,2301,86220,2018,2018-04-08,0.101235,1
HU,23,1348,1307,1307,1307,Q10_6,Q13_6,Mi Hazánk Mozgalom (MH),Our Homeland Movement,2305,,,,,
HU,23,1348,1308,1308,1308,Q10_7,Q13_7,Momentum Mozgalom,Momentum Movement,2314,,,,,
HU,23,1348,1305,1305,1305,"","",Magyar Kétfarkú Kutya Párt (MkKP),Hungarian Two-tailed Dog Party,,,,,,
HU,23,1348,1309,,,"","",Kereszténydemokrata Néppárt (KDNP),Christian Democratic People's Party,,,,,,
IE,7,1372,1401,1402,1401,Q10_1,Q13_1,Fine Gael,Familiy of the Irish,702,53520,2002,2002-05-17,0.22478,1
IE,7,1372,1401,1402,1401,Q10_1,Q13_1,Fine Gael,Familiy of the Irish,702,53520,2007,2007-05-24,0.27322,1
IE,7,1372,1401,1402,1401,Q10_1,Q13_1,Fine Gael,Familiy of the Irish,702,53520,2011,2011-02-25,0.36104,1
IE,7,1372,1401,1402,1401,Q10_1,Q13_1,Fine Gael,Familiy of the Irish,702,53520,2016,2016-02-26,0.25516,1
